bommie_number,siteCode,siteNumber,date,startTime,endTime,site,lat_start,lon_start,lat_end,lon_end,x_coord,y_coord,live_coral_total,dead_coral_total,turf_total,macroalgae_total,rock_total,invertebrate_total,number_total_points,proportion_live_coral,proportion_dead_coral,proportion_turf,proportion_macroalgae,proportion_rock,proportion_invertebrate,final_coralSpecies,depth,height,length,width,circumference,depth_to_benthos,L_onLive,L_onDead,D_liveOnLive,D_liveOnDead,D_deadOnLive,D_deadOnDead,tridacna,spirobranchus,total_L,total_live_D,total_D,density_L_onLive,density_L_onDead,density_D_liveOnLive,density_D_liveOnDead,density_D_deadOnLive,density_D_deadOnDead,density_tridacna,density_spirobranchus,density_total_L,density_total_live_D,density_total_D,percent_N_jan,percent_N_may,percent_N_aug,jan_d15,may_d15,aug_d15,NHW_speed,NLW_speed,ELW_speed,avg_speed,NHW_speed_offshore,NLW_speed_offshore,ELW_speed_offshore,avg_speed_offshore,distanceOutBay,L_onLive_diameter_1,L_onLive_diameter_2,L_onLive_diameter_3,L_onLive_diameter_4,avg_L_onLive_diameter,max_L_onLive_diameter,min_L_onLive_diameter,L_onDead_diameter_1,L_onDead_diameter_2,L_onDead_diameter_3,L_onDead_diameter_4,avg_L_onDead_diameter,max_L_onDead_diameter,min_L_onDead_diameter,D_onLive_diameter_1,D_onLive_diameter_2,D_onLive_diameter_3,D_onLive_diameter_4,avg_D_onLive_diameter,max_D_onLive_diameter,min_D_onLive_diameter,D_onDead_diameter_1,D_onDead_diameter_2,D_onDead_diameter_3,D_onDead_diameter_4,avg_D_onDead_diameter,max_D_onDead_diameter,min_D_onDead_diameter,notes,collector1,collector2,collector3
5,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,6,-5,11,10,2,0,0,0,23,0.478,0.435,0.087,0.000,0.000,0.000,Porites lobata,109,72,47,26,119,181,1,0,0,2,0,0,0,0,1,2,2,5.818,0.000,0.000,10.667,0.000,0.000,0.000,0.000,2.783,5.565,5.565,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,0.8,,,,0.8,0.8,0.8,,,,,,,,,,,,,,,4.1,3.1,,,3.6,4.1,3.1,,Ethan Kahn,Natalie Loftus,
6,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,30,-7,74,4,0,0,0,0,78,0.949,0.051,0.000,0.000,0.000,0.000,Porites lobata,133,40,101,78,242,173,90,0,6,0,1,0,0,0,90,6,7,77.838,0.000,5.189,0.000,0.865,0.000,0.000,0.000,73.846,4.923,5.744,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,1.4,1.5,0.7,2.5,1.5,2.5,0.7,,,,,,,,1.9,1.4,1.9,2.1,1.825,2.1,1.4,,,,,,,,,Ethan Kahn,Natalie Loftus,
7,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,32,-4,29,8,0,6,0,0,43,0.674,0.186,0.000,0.140,0.000,0.000,Porites lobata,145,52,61,38,136,197,2,0,0,0,0,0,0,0,2,0,0,4.414,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.977,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,0.7,1.5,,,1.1,1.5,0.7,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
8,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,33,-3,10,1,0,4,0,0,15,0.667,0.067,0.000,0.267,0.000,0.000,Porites lobata,149,47,21,16,52,196,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
9,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,36,-5,4,2,10,0,0,0,16,0.250,0.125,0.625,0.000,0.000,0.000,Porites lobata,133,38,27,9,58,171,1,0,0,0,0,0,0,0,1,0,0,16.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,0.7,,,,0.7,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
10,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,46,-4,47,0,0,0,0,0,47,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,120,93,49,42,142,213,5,0,2,1,0,1,0,2,5,3,4,6.809,,2.723,,0.000,,0.000,2.723,6.809,4.085,5.447,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,1.5,0.7,6.2,2.5,2.7,6.2,0.7,,,,,,,,1.5,2.5,,,2,2.5,1.5,2.1,,,,2.1,2.1,2.1,,Ethan Kahn,Natalie Loftus,
11,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,8,1,118,0,1,0,0,0,119,0.992,0.000,0.008,0.000,0.000,0.000,Porites lobata,127,60,88,82,375,187,0,0,3,0,0,0,0,0,0,3,3,0.000,0.000,1.627,0.000,0.000,0.000,0.000,0.000,0.000,1.613,1.613,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,,,,,,,,6.0,4.5,4.6,,5.0,6.0,4.5,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
12,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,9,5,39,43,13,21,0,1,117,0.333,0.368,0.111,0.179,0.000,0.009,Porites lobata,161,73,92,64,248,234,0,40,5,0,0,1,0,5,40,5,6,0.000,32.821,8.205,0.000,0.000,0.821,0.000,2.735,21.880,2.735,3.282,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,7.0,4.5,6.7,9.6,7.0,9.6,4.5,5.6,5.0,3.5,8.5,5.7,8.5,3.5,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
13,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,12,13,5,0,30,9,0,0,44,0.114,0.000,0.682,0.205,0.000,0.000,Porites lobata,174,49,44,42,131,223,1,10,1,2,0,10,0,0,11,3,13,12.800,16.410,12.800,3.282,0.000,16.410,0.000,0.000,16.000,4.364,18.909,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,4.0,,,,4.0,4.0,4.0,4.8,8.2,8.0,8.0,7.3,8.2,4.8,6.6,,,,6.6,6.6,6.6,5.0,6.0,,,5.5,6.0,5.0,,Ellie Fox,Zoe Fu-Chen,
14,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,12,14,4,0,12,5,0,0,21,0.190,0.000,0.571,0.238,0.000,0.000,Porites lobata,205,26,56,42,144,231,0,5,0,12,0,3,0,0,5,12,15,0.000,18.824,0.000,45.176,0.000,11.294,0.000,0.000,15.238,36.571,45.714,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,6.4,8.0,5.4,13.5,8.3,13.5,5.4,,,,,,,,5.3,6.3,6.5,7.0,6.3,7.0,5.3,,Ellie Fox,Zoe Fu-Chen,
15,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,20,15,0,21,0,0,0,0,21,0.000,1.000,0.000,0.000,0.000,0.000,Porites lobata,175,27,36,32,95,202,0,5,0,0,0,5,2,0,5,0,5,,15.238,,0.000,,15.238,6.095,0.000,15.238,0.000,15.238,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,7.0,6.4,5.0,6.0,6.1,7.0,5.0,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
16,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,25,16,11,59,0,24,0,0,94,0.117,0.628,0.000,0.255,0.000,0.000,Porites lobata,150,58,77,60,247,208,0,21,0,1,0,5,2,0,21,1,6,0.000,16.193,0.000,0.771,0.000,3.855,1.362,0.000,14.298,0.681,4.085,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,9.0,9.0,10.5,11.0,9.9,11.0,9.0,9.4,,,,9.4,9.4,9.4,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
17,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,28,17,8,7,0,2,0,0,17,0.471,0.412,0.000,0.118,0.000,0.000,Porites lobata,170,25,43,32,116,195,0,5,0,1,0,0,0,0,5,1,1,0.000,35.556,0.000,7.111,0.000,0.000,0.000,0.000,18.824,3.765,3.765,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,11.0,5.0,7.2,7.2,7.6,11.0,5.0,,,,,,,,4.2,,,,4.2,4.2,4.2,,Ellie Fox,Zoe Fu-Chen,
18,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,29,18,0,2,0,13,0,0,15,0.000,0.133,0.000,0.867,0.000,0.000,Porites lobata,185,28,37,29,84,213,0,1,0,0,0,0,0,0,1,0,0,,4.267,,0.000,,0.000,0.000,0.000,4.267,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,10.0,,,,10.0,10.0,10.0,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
19,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,32,19,27,14,0,0,0,0,41,0.659,0.341,0.000,0.000,0.000,0.000,Porites lobata,185,59,74,38,198,244,0,1,2,5,0,0,2,1,1,7,7,0.000,4.571,4.741,22.857,0.000,0.000,3.122,1.561,1.561,10.927,10.927,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,2.0,,,,2.0,2.0,2.0,,,,,,,,5.0,5.2,,,5.1,5.2,5.0,4.5,4.5,4.3,7.2,5.1,7.2,4.3,,Ellie Fox,Zoe Fu-Chen,
20,HLT,7,13_may_2024,09:00,10:30,Hilton,-17.484210,-149.839550,-17.484172,-149.839078,44,20,7,0,0,0,0,0,7,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,201,20,27,27,79,221,0,0,0,0,0,0,0,0,0,0,0,0.000,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.482,0.559,0.510,3.535,3.626,3.983,0.202721,0.058462,0.019657,0.115120,0.335641,0.116510,0.067111,0.204961,859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
1,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,1,2,8,0,0,2,0,0,10,0.800,0.000,0.000,0.200,0.000,0.000,Porites lobata,140,21,16,15,47,161,0,0,0,0,0,0,0,0,0,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethan Kahn,Natalie Loftus,
2,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,8,1,57,0,18,2,0,0,77,0.740,0.000,0.234,0.026,0.000,0.000,Porites lobata,108,50,67,66,194,158,2,0,7,4,0,0,0,0,2,11,11,2.246,0.000,7.860,12.800,0.000,0.000,0.000,0.000,1.662,9.143,9.143,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,1.4,0.2,,,0.8,1.4,0.2,,,,,,,,1.4,1.9,2.4,2.4,2.025,2.4,1.4,2.5,2.4,2.4,1.4,2.175,2.5,1.4,,Ethan Kahn,Natalie Loftus,
3,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,10,-4,12,0,0,1,2,0,15,0.800,0.000,0.000,0.067,0.133,0.000,Porites lobata,142,24,46,35,83,166,3,0,2,0,0,0,0,0,3,2,2,16.000,0.000,10.667,0.000,0.000,0.000,0.000,0.000,12.800,8.533,8.533,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,1.9,1.4,0.7,,1.3,1.9,0.7,,,,,,,,4.1,4.1,,,4.1,4.1,4.1,,,,,,,,,Ethan Kahn,Natalie Loftus,
4,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,21,-8,14,0,19,18,0,0,51,0.275,0.000,0.373,0.353,0.000,0.000,Porites lobata,106,35,70,54,146,141,0,1,0,1,0,1,0,0,1,1,2,0.000,1.730,0.000,1.730,0.000,1.730,0.000,0.000,1.255,1.255,2.510,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,2,,,,2,2,2,,,,,,,,2,,,,2,2,2,,Ethan Kahn,Natalie Loftus,
5,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,23,-4,1,0,0,0,0,0,1,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,155,10,11,9,29,165,0,0,1,0,0,0,0,0,0,1,1,0.000,,64.000,,0.000,,0.000,0.000,0.000,64.000,64.000,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,1.4,,,,1.4,1.4,1.4,,,,,,,,,Ethan Kahn,Natalie Loftus,
6,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,24,-4,73,0,6,0,1,0,80,0.913,0.000,0.075,0.000,0.013,0.000,Porites lobata,82,62,61,56,177,144,1,0,6,6,0,0,1,0,1,12,12,0.877,0.000,5.260,54.857,0.000,0.000,0.800,0.000,0.800,9.600,9.600,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,2.1,,,,2.1,2.1,2.1,,,,,,,,3,3,2,5.2,3.3,5.2,2,2,3.1,3,2.1,2.55,3.1,2,,Ethan Kahn,Natalie Loftus,
7,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,34,-9,6,0,40,17,0,0,63,0.095,0.000,0.635,0.270,0.000,0.000,Porites lobata,128,33,96,85,241,161,0,5,7,15,0,33,1,2,5,22,55,0.000,5.614,74.667,16.842,0.000,37.053,1.016,2.032,5.079,22.349,55.873,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,3.1,5.2,2.5,5.2,4,5.2,2.5,1.4,2.1,1.3,4.1,2.225,4.1,1.3,4.2,2,2.1,4.2,3.125,4.2,2,,Ethan Kahn,Natalie Loftus,
8,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,47,1,2,0,0,0,0,0,2,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,131,18,20,14,51,149,1,0,4,0,0,0,0,0,1,4,4,32.000,,128.000,,0.000,,0.000,0.000,32.000,128.000,128.000,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,0.2,,,,0.2,0.2,0.2,,,,,,,,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,,,,,,,,Ethan Kahn,Natalie Loftus,
9,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,50,-7,3,0,15,7,0,0,25,0.120,0.000,0.600,0.280,0.000,0.000,Porites lobata,144,19,71,60,162,163,0,2,4,3,0,6,0,0,2,7,13,0.000,5.818,85.333,8.727,0.000,17.455,0.000,0.000,5.120,17.920,33.280,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,3.2,5.2,,,4.2,5.2,3.2,2.4,2,2.5,2.5,2.35,2.5,2,2.5,1.4,1.4,,1.766666667,2.5,1.4,,Ethan Kahn,Natalie Loftus,
10,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,50,-6,11,0,0,0,0,0,11,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,116,48,23,20,54,164,0,0,0,1,0,0,0,0,0,1,1,0.000,,0.000,,0.000,,0.000,0.000,0.000,5.818,5.818,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,,,,,,,,2.5,,,,2.5,2.5,2.5,,Ethan Kahn,Natalie Loftus,
11,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,6,4,37,12,0,0,3,1,53,0.698,0.226,0.000,0.000,0.057,0.019,Porites lobata,116,44,51,49,159,160,0,0,19,0,1,0,0,0,0,19,20,0.000,0.000,32.865,0.000,1.730,0.000,0.000,0.000,0.000,22.943,24.151,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,4.3,4.4,4.0,6.0,4.7,6.0,4.0,,,,,,,,(one big dendro),Ellie Fox,Zoe Fu-Chen,
12,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,8,9,8,0,16,19,0,0,43,0.186,0.000,0.372,0.442,0.000,0.000,Porites lobata,102,41,48,44,132,143,0,0,0,8,0,8,0,0,0,8,16,0.000,0.000,0.000,14.629,0.000,14.629,0.000,0.000,0.000,11.907,23.814,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,,,,,,,,4.5,5.5,5.5,3.8,4.8,5.5,3.8,,Ellie Fox,Zoe Fu-Chen,
13,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,9,8,66,7,0,5,0,1,79,0.835,0.089,0.000,0.063,0.000,0.013,Porites lobata,99,73,80,61,236,172,67,0,34,0,1,1,1,3,67,34,36,64.970,0.000,32.970,0.000,0.970,4.923,0.810,2.430,54.278,27.544,29.165,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,2.5,3.4,3.0,1.4,2.6,3.4,1.4,,,,,,,,6.0,6.0,6.0,10.1,7.0,10.1,6.0,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
14,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,17,10,48,18,0,1,0,0,67,0.716,0.269,0.000,0.015,0.000,0.000,Porites lobata,132,50,56,53,156,182,17,6,9,9,3,4,0,0,23,18,25,22.667,20.211,12.000,30.316,4.000,13.474,0.000,0.000,21.970,17.194,23.881,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,3.4,5.5,2.2,2.2,3.3,5.5,2.2,6.0,6.2,4.3,8.0,6.1,8.0,4.3,5.4,4.3,4.3,3.4,4.4,5.4,3.4,5.7,5.0,3.8,3.3,4.5,5.7,3.3,,Ellie Fox,Zoe Fu-Chen,
15,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,26,6,91,0,0,0,0,0,91,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,117,50,63,61,218,167,0,0,0,0,0,0,0,0,0,0,0,0.000,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
16,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,27,3,12,52,0,0,0,0,64,0.188,0.813,0.000,0.000,0.000,0.000,Porites lobata,96,65,59,50,177,161,0,8,4,77,1,24,0,0,8,81,106,0.000,9.846,21.333,94.769,5.333,29.538,0.000,0.000,8.000,81.000,106.000,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,4.4,4.4,5.0,5.0,4.7,5.0,4.4,4.0,4.0,3.0,6.0,4.3,6.0,3.0,4.0,4.3,5.0,4.6,4.5,5.0,4.0,,Ellie Fox,Zoe Fu-Chen,
17,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,33,9,36,0,0,0,0,0,36,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,150,32,42,30,124,182,0,0,2,1,0,0,0,0,0,3,3,0.000,,3.556,,0.000,,0.000,0.000,0.000,5.333,5.333,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,,,,,,,,5.0,2.0,,,3.5,5.0,2.0,7.5,,,,7.5,7.5,7.5,,Ellie Fox,Zoe Fu-Chen,
18,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,35,3,1,4,18,17,0,0,40,0.025,0.100,0.450,0.425,0.000,0.000,Porites lobata,144,31,60,45,153,175,0,1,1,0,20,0,0,0,1,1,21,0.000,1.641,64.000,0.000,1280.000,0.000,0.000,0.000,1.600,1.600,33.600,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,5.0,,,,5.0,5.0,5.0,4.3,,,,4.3,4.3,4.3,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
19,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,43,4,2,25,0,20,0,0,47,0.043,0.532,0.000,0.426,0.000,0.000,Porites lobata,155,30,55,50,140,185,0,1,0,0,0,14,0,0,1,0,14,0.000,1.422,0.000,0.000,0.000,19.911,0.000,0.000,1.362,0.000,19.064,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,,,,,,,,6.1,,,,6.1,6.1,6.1,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
20,RFW,8,14_may_2024,9:20,10:55,Reef Flat West,-17.480969,-149.831033,-17.481030,-149.830566,49,6,23,3,0,5,0,0,31,0.742,0.097,0.000,0.161,0.000,0.000,Porites lobata,98,28,46,34,117,126,2,0,6,5,1,1,0,0,2,11,13,5.565,0.000,16.696,40.000,2.783,8.000,0.000,0.000,4.129,22.710,26.839,0.443,0.631,0.443,3.717,3.912,3.294,0.183002,0.067091,0.041305,0.113964,0.251600,0.091200,0.061559,0.157574,466,2.0,2.2,,,2.1,2.2,2.0,,,,,,,,4.4,7.0,7.0,5.5,6.0,7.0,4.4,8.3,7.0,3.4,2.5,5.3,8.3,2.5,,Ellie Fox,Zoe Fu-Chen,
1,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,2,-3,17,0,0,0,0,0,17,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,163,28,32,30,94,171,0,0,4,0,0,0,0,1,0,4,4,0.000,,15.059,,0.000,,0.000,3.765,0.000,15.059,15.059,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,,,,,,,,6.1,2.6,5.5,2.3,4.125,6.1,2.3,,,,,,,,day 2,Ellie Fox,Zoe Fu-Chen,
2,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,5,-4,46,6,0,3,1,1,57,0.807,0.105,0.000,0.053,0.018,0.018,Porites lobata,160,69,48,48,169,229,0,0,3,5,0,1,0,2,0,8,9,0.000,0.000,4.174,29.091,0.000,5.818,0.000,2.246,0.000,8.982,10.105,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,,,,,,,,5,5,5.6,,5.2,5.6,5,7.2,3.3,8.9,4.5,5.975,8.9,3.3,day 2,Ellie Fox,Zoe Fu-Chen,
3,RFE,9,27_apr_2024,08:45,10:15,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,10,-5,43,2,0,0,0,0,45,0.956,0.044,0.000,0.000,0.000,0.000,Porites lobata,197,34,47,42,154,231,11,0,0,1,0,0,0,3,11,1,1,16.372,0.000,0.000,32.000,0.000,0.000,0.000,4.267,15.644,1.422,1.422,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,3.8,6.1,2.1,3.3,3.825,6.1,2.1,,,,,,,,,,,,,,,4.4,,,,4.4,4.4,4.4,day 2,Ellie Fox,Zoe Fu-Chen,
4,RFE,9,24_apr_2024,09:30,11:03,Reef Flat East,-17.480176,-149.815827,-17.480179,-149.815353,26,-8,36,0,0,0,0,0,36,1.000,0.000,0.000,0.000,0.000,0.000,Porites lobata,284,23,33,29,110,307,0,0,0,0,0,0,0,0,0,0,0,0.000,,0.000,,0.000,,0.000,0.000,0.000,0.000,0.000,0.424,0.526,0.351,3.442,3.350,3.063,0.333781,0.106757,0.052678,0.197668,0.117126,0.023881,0.012081,0.063824,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ellie Fox,Zoe Fu-Chen,
